,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
851,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
852,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'fuelType_benzin'}),0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
853,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
854,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
855,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
856,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
857,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
858,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
859,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
860,"frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
861,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
862,"frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
863,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
864,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
865,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
866,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
867,"frozenset({'offerType_Angebot', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
868,"frozenset({'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
869,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
870,frozenset({'gearbox_manuell'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
871,frozenset({'fuelType_benzin'}),"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
872,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
873,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
874,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
875,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
876,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'gearbox_manuell'}),0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
877,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
878,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
879,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
880,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
881,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
882,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
883,"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
884,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
885,"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
886,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
887,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
888,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
889,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
890,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
891,"frozenset({'seller_privat', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
892,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
893,frozenset({'gearbox_manuell'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
894,frozenset({'notRepairedDamage_nein'}),"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
895,"frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
896,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
897,"frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
898,"frozenset({'offerType_Angebot', 'fuelType_benzin', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
899,"frozenset({'seller_privat', 'fuelType_benzin', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
900,"frozenset({'nrOfPictures_0', 'fuelType_benzin', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
901,"frozenset({'fuelType_benzin', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
902,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
903,"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
904,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'seller_privat'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
905,"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
906,"frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
907,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
908,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
909,"frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
910,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
911,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
912,"frozenset({'offerType_Angebot', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
913,"frozenset({'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
914,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
915,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
916,frozenset({'kilometer_150000'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
917,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
918,"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
919,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
920,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
921,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'fuelType_benzin'}),0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
922,"frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
923,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
924,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
925,"frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
926,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
927,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
928,"frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
929,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
930,"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
931,"frozenset({'offerType_Angebot', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
932,"frozenset({'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
933,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
934,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
935,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
936,"frozenset({'seller_privat', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
937,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
938,frozenset({'fuelType_benzin'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
939,frozenset({'notRepairedDamage_nein'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
940,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
941,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
942,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
943,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
944,"frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
945,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
946,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
947,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
948,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
949,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
950,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
951,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
952,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
953,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
954,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
955,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
956,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
957,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
958,"frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
959,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
960,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
961,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'notRepairedDamage_nein'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
962,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3458,1.0,0.3458,1.0,1.0,0.0,inf
963,"frozenset({'seller_privat', 'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
964,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
965,"frozenset({'seller_privat', 'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
966,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
967,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
968,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'seller_privat', 'nrOfPictures_0', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
969,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
970,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
971,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
972,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
973,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
